Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,HTM Securities: Cost,HTM Securities: FMV,HTM Securities: Cost,HTM Securities: FMV,AFS Securities: Cost,AFS Securities: FMV,AFS Securities: Cost,AFS Securities: FMV,Tangible Common Equity,Goodwill,Other Intangibles,Municipals,,,,,,,,,,,,,,,,,,,,,,
[Do not alter shaded columns]                             QA Field ID,,,,,,,2916,2917,2916,2917,2897,2898,2897,2898,1790,6,1825,2921,,,,,,,,,,,,,,,,,,,,,,
Field Type,,,,,,,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,,,,,,,,,,,,,,,,,,,,,,
Period,,,,,,,3/31/25,3/31/25,12/31/24,12/31/24,3/31/25,3/31/25,12/31/24,12/31/24,3/31/25,3/31/25,3/31/25,3/31/25,,,,,,,,,,,,,,,,,,,,,,
Duration,,,,,,MRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saco & Biddeford Savings Institution,Bank,339607,Saco,ME,3/31/2025,"1,421,036",0,0,0,0,"205,881","182,389","209,091","182,368","121,885","4,587",0,"2,726",,4587,,,,,,,,,,,,,,,,,,,,
"Sacramento Deposit Bank, The",Bank,180144,Sacramento,KY,3/31/2025,"144,854","2,000","1,987","2,000","1,974","41,358","37,174","40,979","36,219","9,746",0,22,"9,261",,22,,,,,,,,,,,,,,,,,,,,
Safra National Bank Of New York,Bank,918918,New York,NY,3/31/2025,"11,099,112",185,187,216,216,"3,870,030","3,689,150","3,144,760","2,919,999","1,275,830","1,837","15,107",0,,16944,,,,,,,,,,,,,,,,,,,,
Sage Capital Bank,Bank,448554,Gonzales,TX,3/31/2025,"689,159",0,0,0,0,"130,563","126,315","134,539","128,527","67,280","4,570",0,"6,869",,4570,,,,,,,,,,,,,,,,,,,,
Saint Clair State Bank (incorporated),Bank,854753,Saint Clair,MN,3/31/2025,"126,550","4,831","4,617","5,434","5,188",0,0,0,0,"13,438",0,0,"1,778",,0,,,,,,,,,,,,,,,,,,,,
Saint Martin National Bank,Bank,856159,Saint Martin,MN,3/31/2025,"30,054",0,0,0,0,"13,094","12,731","13,268","12,772","3,689",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Sainte Marie State Bank,Bank,363442,Sainte Marie,IL,3/31/2025,"15,545",0,0,0,0,"2,923","2,883","2,673","2,605","3,346",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Salem Co-operative Bank,Bank,670878,Salem,NH,3/31/2025,"575,397",0,0,0,0,"59,264","52,624","57,822","50,187","62,093",0,0,"2,582",,0,,,,,,,,,,,,,,,,,,,,
Salem Five Cents Savings Bank,Bank,618807,Salem,MA,3/31/2025,"8,046,347","1,146,708","992,238","1,120,551","941,853","448,078","422,079","449,690","417,451","837,779","50,443","10,849",0,,61292,,,,,,,,,,,,,,,,,,,,
Sallie Mae Bank,Bank,3394278,Salt Lake City,UT,3/31/2025,"28,934,031",0,0,0,0,"1,747,064","1,656,977","2,042,473","1,933,226","2,936,737",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Salyersville National Bank, The",Bank,472018,Salyersville,KY,3/31/2025,"154,388",0,0,0,0,"54,764","45,496","55,398","45,516","15,058",0,0,"3,486",,0,,,,,,,,,,,,,,,,,,,,
"Samson Banking Company, The",Bank,472531,Samson,AL,3/31/2025,"118,947",0,0,0,0,"67,366","66,235","65,569","63,732","16,355",0,0,297,,0,,,,,,,,,,,,,,,,,,,,
San Luis Valley Federal Bank,Bank,945071,Alamosa,CO,3/31/2025,"378,835",0,0,0,0,"85,945","77,887","84,611","74,903","59,649",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Sanborn Savings Bank,Bank,595944,Sanborn,IA,3/31/2025,"85,961",0,0,0,0,"14,072","13,810","13,962","13,540","7,783",273,0,"8,772",,273,,,,,,,,,,,,,,,,,,,,
Sandhills State Bank,Bank,987259,North Platte,NE,3/31/2025,"355,225",0,0,0,0,"60,092","54,032","62,616","55,663","23,777","7,295",139,"14,236",,7434,,,,,,,,,,,,,,,,,,,,
Sanger Bank,Bank,336361,Sanger,TX,3/31/2025,"209,026","32,215","28,771","32,404","28,811","1,604","1,313","1,657","1,338","33,712",0,0,"17,393",,0,,,,,,,,,,,,,,,,,,,,
Sanibel Captiva Community Bank,Bank,3122994,Sanibel,FL,3/31/2025,"989,799","39,659","37,138","41,492","38,007",0,0,0,0,"84,487",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Santa Anna National Bank, The",Bank,521064,Santa Anna,TX,3/31/2025,"76,938",0,0,0,0,"24,765","22,722","21,251","18,993","5,009",0,0,"12,097",,0,,,,,,,,,,,,,,,,,,,,
Santa Cruz County Bank,Bank,3235410,Santa Cruz,CA,3/31/2025,"2,658,101","6,620","6,164","7,273","6,805","379,580","364,667","419,237","400,473","290,623","40,054","26,984","90,673",,67038,,,,,,,,,,,,,,,,,,,,
"Santander Bank, National Association",Bank,722777,Wilmington,DE,3/31/2025,"104,558,642","9,285,201","7,911,671","9,379,809","7,891,079","7,523,560","6,829,204","7,529,315","6,828,179","11,288,509","1,554,410",761,0,,1555171,,,,,,,,,,,,,,,,,,,,
Sauk Valley Bank & Trust Company,Bank,2797162,Sterling,IL,3/31/2025,"696,479",500,496,500,493,"171,990","160,118","170,522","155,590","52,917",0,219,"52,665",,219,,,,,,,,,,,,,,,,,,,,
"Savannah Bank, N.A.",Bank,647414,Savannah,NY,3/31/2025,"185,833","3,965","3,965","4,165","4,165","70,843","67,166","71,440","66,998","12,243",0,0,"24,691",,0,,,,,,,,,,,,,,,,,,,,
Savanna-Thomson State Bank,Bank,597041,Savanna,IL,3/31/2025,"182,746","2,000","2,000","2,000","2,000","49,923","43,056","50,958","43,690","8,425","2,972",714,"16,912",,3686,,,,,,,,,,,,,,,,,,,,
Savers Co-operative Bank,Bank,1002373,Southbridge,MA,3/31/2025,"777,837",380,371,395,383,"133,475","119,136","136,655","119,964","77,064",0,0,"13,590",,0,,,,,,,,,,,,,,,,,,,,
SaviBank,Bank,3346268,Burlington,WA,3/31/2025,"667,242","4,550","4,031","5,050","4,461","30,915","27,769","32,663","28,910","50,622",0,"1,968","2,900",,1968,,,,,,,,,,,,,,,,,,,,
Savings Bank,Bank,588348,Primghar,IA,3/31/2025,"288,808",0,0,0,0,"68,887","64,978","69,857","65,168","33,122",0,0,"27,827",,0,,,,,,,,,,,,,,,,,,,,
Savings Bank of Danbury,Bank,626101,Danbury,CT,3/31/2025,"1,633,553",0,0,0,0,"131,068","125,023","133,029","125,157","207,863","1,787",0,853,,1787,,,,,,,,,,,,,,,,,,,,
Savings Bank Of Mendocino County,Bank,146663,Ukiah,CA,3/31/2025,"1,312,154",0,0,0,0,"558,903","461,782","565,393","463,389","160,214",0,0,"212,131",,0,,,,,,,,,,,,,,,,,,,,
Savings Bank Of Walpole,Bank,598002,Walpole,NH,3/31/2025,"800,795",0,0,0,0,"131,019","116,606","124,835","108,062","56,520",0,0,"3,573",,0,,,,,,,,,,,,,,,,,,,,
"Savings Bank, The",Bank,711801,Wakefield,MA,3/31/2025,"833,245",0,0,0,0,"164,176","150,769","165,251","149,541","75,574","3,014",0,"54,251",,3014,,,,,,,,,,,,,,,,,,,,
"Savings Bank, The",Bank,578116,Circleville,OH,3/31/2025,"517,913","2,158","1,748","2,158","1,787","119,414","110,576","123,206","112,203","41,247","7,440",588,"36,676",,8028,,,,,,,,,,,,,,,,,,,,
Sawyer Savings Bank,Bank,605610,Saugerties,NY,3/31/2025,"283,429","5,750","5,534","5,750","5,531","36,288","33,410","36,821","33,628","27,863",0,0,"12,918",,0,,,,,,,,,,,,,,,,,,,,
Scale Bank,Bank,9357,Edina,MN,3/31/2025,"524,035",0,0,0,0,"50,955","50,399","39,674","38,628","79,097","28,667","1,756",0,,30423,,,,,,,,,,,,,,,,,,,,
"Schaumburg Bank & Trust Company, National Association",Bank,2970657,Schaumburg,IL,3/31/2025,"2,186,161","167,546","136,686","169,485","135,279","201,609","187,028","231,952","214,200","205,576","15,877",58,"17,816",,15935,,,,,,,,,,,,,,,,,,,,
Schertz Bank & Trust,Bank,583268,Schertz,TX,3/31/2025,"813,581",0,0,0,0,"36,613","35,066","34,299","32,224","95,710",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Schuyler Savings Bank,Bank,657178,Kearny,NJ,3/31/2025,"139,189","3,126","2,721","4,332","3,872","6,047","5,964","5,812","5,712","20,879",0,0,"2,849",,0,,,,,,,,,,,,,,,,,,,,
Scott State Bank,Bank,443634,Bethany,IL,3/31/2025,"212,402",0,0,0,0,"80,056","73,546","82,817","75,307","20,736",0,0,"29,288",,0,,,,,,,,,,,,,,,,,,,,
Scottsburg Building And Loan Association,Bank,735973,Scottsburg,IN,3/31/2025,"76,077",0,0,0,0,"24,303","21,802","25,852","22,843","12,556",0,0,"5,123",,0,,,,,,,,,,,,,,,,,,,,
Scottsdale Community Bank,Bank,5691319,Scottsdale,AZ,3/31/2025,"82,434",0,0,0,0,"13,812","13,544","9,743","9,350","13,092",0,0,970,,0,,,,,,,,,,,,,,,,,,,,
Scribner Bank,Bank,711753,Scribner,NE,3/31/2025,"79,347",0,0,0,0,"11,023","10,980","11,354","11,263","12,268",14,0,"1,732",,14,,,,,,,,,,,,,,,,,,,,
Seacoast National Bank,Bank,34537,Stuart,FL,3/31/2025,"15,723,411","624,650","509,751","635,186","507,594","2,799,759","2,627,959","2,434,389","2,226,543","1,409,869","736,038","62,829","5,628",,798867,,,,,,,,,,,,,,,,,,,,
Seamens Bank,Bank,418100,Provincetown,MA,3/31/2025,"472,612",0,0,0,0,"76,596","75,937","76,261","75,102","55,251",0,0,384,,0,,,,,,,,,,,,,,,,,,,,
Seattle Bank,Bank,2838207,Seattle,WA,3/31/2025,"961,053",0,0,0,0,"37,440","36,164","29,175","27,346","93,504",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Second Federal Savings & Loan Association Of Philadelphia,Bank,460275,Philadelphia,PA,3/31/2025,"39,339",0,0,0,0,"4,362","4,377","4,614","4,587","6,762",0,0,"1,319",,0,,,,,,,,,,,,,,,,,,,,
Security Bank,Bank,497851,Newbern,TN,3/31/2025,"219,455",0,0,0,0,"102,921","98,544","107,514","102,484","19,991",0,0,"74,224",,0,,,,,,,,,,,,,,,,,,,,
Security Bank,Bank,20053,New Auburn,WI,3/31/2025,"228,495",0,0,0,0,"5,231","4,936","5,462","5,141","25,041",0,0,"2,251",,0,,,,,,,,,,,,,,,,,,,,
Security Bank,Bank,516855,Tulsa,OK,3/31/2025,"892,503",0,0,0,0,"30,808","30,124","31,431","30,456","100,832",0,0,"6,180",,0,,,,,,,,,,,,,,,,,,,,
Security Bank,Bank,566056,Laurel,NE,3/31/2025,"316,597","22,515","21,125","22,501","21,087","49,825","45,326","52,498","47,719","32,676",485,"1,170","40,334",,1655,,,,,,,,,,,,,,,,,,,,
Security Bank & Trust Company,Bank,1001059,Glencoe,MN,3/31/2025,"1,209,105",0,0,0,0,"250,968","251,383","256,412","253,078","106,443","2,256","2,418",519,,4674,,,,,,,,,,,,,,,,,,,,
Security Bank And Trust Company,Bank,835613,Maysville,KY,3/31/2025,"70,370","30,374","29,782","28,992","28,105",0,0,0,0,"10,958",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Security Bank And Trust Company,Bank,19356,Miami,OK,3/31/2025,"148,016",0,0,0,0,"14,063","12,466","15,030","13,262","11,024",762,14,"9,428",,776,,,,,,,,,,,,,,,,,,,,
SECURITY BANK AND TRUST COMPANY,Bank,118156,Paris,TN,3/31/2025,"1,461,379",0,0,0,0,"381,108","371,748","364,015","355,734","152,924","1,188","6,633","89,596",,7821,,,,,,,,,,,,,,,,,,,,
Security Bank Midwest,Bank,435255,Tyndall,SD,3/31/2025,"338,136","62,164","54,112","62,840","54,341","24,303","24,214","25,047","25,001","26,238",0,0,"29,839",,0,,,,,,,,,,,,,,,,,,,,
Security Bank Minnesota,Bank,295057,Albert Lea,MN,3/31/2025,"149,223",0,0,0,0,"17,048","17,063","14,093","14,041","14,112",58,0,"1,283",,58,,,,,,,,,,,,,,,,,,,,
Security Bank Of Kansas City,Bank,1009354,Kansas City,KS,3/31/2025,"3,637,891",0,0,0,0,"1,533,001","1,331,678","1,566,334","1,336,736","320,983","71,927",0,"260,076",,71927,,,,,,,,,,,,,,,,,,,,
Security Bank Of Pulaski County,Bank,382854,Saint Robert,MO,3/31/2025,"158,729","10,144","10,144","10,070","10,070","43,690","39,989","48,266","46,337","10,856",269,0,"21,430",,269,,,,,,,,,,,,,,,,,,,,
Security Bank Of Southwest Missouri,Bank,897853,Cassville,MO,3/31/2025,"140,697",0,0,0,0,"14,328","14,310","13,749","13,718","15,603",0,0,"2,152",,0,,,,,,,,,,,,,,,,,,,,
Security Bank Of Texas,Bank,435666,Crawford,TX,3/31/2025,"134,459",0,0,0,0,"1,000",852,"1,000",852,"19,140",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Security Bank Of The Ozarks,Bank,956358,Eminence,MO,3/31/2025,"154,266",0,0,0,0,"26,342","23,979","29,071","26,408","8,852",647,37,"17,499",,684,,,,,,,,,,,,,,,,,,,,
Security Bank Usa,Bank,950758,Bemidji,MN,3/31/2025,"248,767",0,0,0,0,"44,183","42,600","43,058","41,381","21,511",0,0,"17,154",,0,,,,,,,,,,,,,,,,,,,,
"Security Bank, S.B.",Bank,218878,Springfield,IL,3/31/2025,"217,662",0,0,0,0,"50,457","44,939","52,015","45,412","15,133",0,0,"8,357",,0,,,,,,,,,,,,,,,,,,,,
Security Federal Bank,Bank,763677,Aiken,SC,3/31/2025,"1,519,347","99,344","95,999","99,393","95,082","572,220","535,690","561,968","520,549","134,808","1,200",0,"60,874",,1200,,,,,,,,,,,,,,,,,,,,
Security Federal Savings Bank,Bank,32971,Logansport,IN,3/31/2025,"426,113",0,0,0,0,"37,303","31,410","39,345","33,485","37,591",0,0,"18,756",,0,,,,,,,,,,,,,,,,,,,,
Security Federal Savings Bank Of Mcminnville,Bank,631178,Mcminnville,TN,3/31/2025,"391,657",0,0,0,0,"44,283","42,411","47,551","45,046","36,876",0,0,"7,686",,0,,,,,,,,,,,,,,,,,,,,
Security Financial Bank,Bank,450959,Durand,WI,3/31/2025,"970,358",211,211,210,210,"225,622","212,649","237,029","221,391","77,528","6,123",526,"29,315",,6649,,,,,,,,,,,,,,,,,,,,
Security First Bank,Bank,276850,Lincoln,NE,3/31/2025,"2,054,494","2,613","2,613","2,613","2,591","324,378","318,817","332,017","324,343","158,029","10,387",326,"92,238",,10713,,,,,,,,,,,,,,,,,,,,
Security First Bank Of North Dakota,Bank,693952,New Salem,ND,3/31/2025,"277,130",0,0,0,0,"24,194","23,349","26,630","25,629","32,346",0,0,"2,680",,0,,,,,,,,,,,,,,,,,,,,
Security First National Bank Of Hugo,Bank,422657,Hugo,OK,3/31/2025,"137,543",0,0,0,0,"11,003","11,005","11,023","11,025","13,820",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Security National Bank Of Enid, The",Bank,119153,Enid,OK,3/31/2025,"399,237",0,0,0,0,"131,739","128,956","141,519","137,447","31,229",0,0,"3,192",,0,,,,,,,,,,,,,,,,,,,,
Security National Bank Of Omaha,Bank,844053,Omaha,NE,3/31/2025,"1,744,912",0,0,0,0,"239,917","215,664","268,800","240,777","154,141",397,263,"1,768",,660,,,,,,,,,,,,,,,,,,,,
Security National Bank Of South Dakota,Bank,2529176,Dakota Dunes,SD,3/31/2025,"250,854","6,696","6,413","7,033","6,719","46,182","43,352","48,395","44,959","30,291",0,0,"11,826",,0,,,,,,,,,,,,,,,,,,,,
Security National Trust Co.,Bank,2912750,Wheeling,WV,3/31/2025,"7,568",0,0,0,0,"4,860","4,579","4,184","4,166","6,268",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Security Savings Bank,Bank,708379,Monmouth,IL,3/31/2025,"243,150","3,992","3,796","4,065","3,876","71,241","63,271","77,949","69,357","23,118",0,0,"23,076",,0,,,,,,,,,,,,,,,,,,,,
Security Savings Bank,Bank,616540,Gowrie,IA,3/31/2025,"191,639",0,0,0,0,"41,735","40,561","43,266","41,846","20,592","3,676",224,"20,981",,3900,,,,,,,,,,,,,,,,,,,,
Security Savings Bank,Bank,811747,Canton,SD,3/31/2025,"508,890","6,966","6,835","12,110","11,931","41,512","39,865","44,532","42,480","48,483","4,102",0,"39,087",,4102,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,58551,Cheyenne,OK,3/31/2025,"267,752",0,0,0,0,"87,425","82,535","84,208","78,919","23,425","2,537",0,"39,315",,2537,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,955959,Basin,WY,3/31/2025,"441,647","15,132","14,377","15,487","14,690","181,717","165,151","184,012","165,848","31,658",0,0,"52,872",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,425845,Sutherland,IA,3/31/2025,"457,200",0,0,0,0,"5,118","5,110","5,116","5,127","44,677",0,0,"1,085",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,839068,Pearsall,TX,3/31/2025,"906,493",0,0,0,0,"299,968","272,910","308,344","278,772","89,244","2,396",0,"112,445",,2396,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,319551,Scott City,KS,3/31/2025,"979,349","11,650","10,678","11,651","10,653","145,467","142,208","136,794","132,551","88,961","3,108","8,395","7,130",,11503,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,270652,Alexandria,SD,3/31/2025,"104,192",0,0,0,0,"29,544","27,896","27,693","25,883","8,644",0,0,"12,339",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,111979,Centralia,WA,3/31/2025,"612,965","4,733","4,736","5,742","5,747","13,923","13,907","27,846","27,827","103,020","1,389",0,"4,733",,1389,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,750846,Algona,IA,3/31/2025,"117,889",0,0,0,0,"23,559","23,178","23,675","23,150","26,793",0,0,489,,0,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,73956,Wellington,KS,3/31/2025,"51,739",0,0,0,0,"23,311","21,421","26,134","23,902","6,272",0,0,"4,946",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,389358,Farwell,TX,3/31/2025,"314,592","40,564","40,425","49,887","49,635",0,0,0,0,"41,325",0,0,"1,367",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,43052,Iron River,WI,3/31/2025,"138,861",0,0,0,0,"27,119","25,831","29,800","28,317","25,556",0,0,"8,041",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank,Bank,527749,Radcliffe,IA,3/31/2025,"129,960",0,0,0,0,"44,724","43,618","42,493","40,946","8,446",388,0,"14,744",,388,,,,,,,,,,,,,,,,,,,,
Security State Bank & Trust,Bank,247355,Fredericksburg,TX,3/31/2025,"1,943,354",0,0,0,0,"327,955","305,451","347,686","321,970","202,553",0,0,"203,859",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank Of Aitkin,Bank,267652,Aitkin,MN,3/31/2025,"110,681",0,0,0,0,"53,273","45,716","53,455","44,959","6,629",0,0,"6,548",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank of Hibbing,Bank,950356,Hibbing,MN,3/31/2025,"147,034",0,0,0,0,"51,637","46,178","52,340","46,215","11,948",0,0,"9,085",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank Of Kenyon,Bank,984454,Kenyon,MN,3/31/2025,"67,645",0,0,0,0,"8,845","8,246","9,468","8,800","8,190",0,0,"3,381",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank Of Marine,Bank,990053,Marine On Saint Croix,MN,3/31/2025,"229,353",0,0,0,0,"19,332","18,709","19,684","19,210","22,575",0,0,"1,925",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank Of Oklahoma,Bank,52951,Wewoka,OK,3/31/2025,"381,344",0,0,0,0,"173,493","167,728","160,381","154,114","37,691",42,0,"62,690",,42,,,,,,,,,,,,,,,,,,,,
Security State Bank Of Oklee,Bank,814355,Oklee,MN,3/31/2025,"46,132",0,0,0,0,"21,300","21,294","7,215","7,235","7,142",57,0,0,,57,,,,,,,,,,,,,,,,,,,,
"Security State Bank Of Wanamingo, Incorporated",Bank,211851,Wanamingo,MN,3/31/2025,"100,753",0,0,0,0,"8,331","8,087","7,807","7,495","10,992",0,0,"3,167",,0,,,,,,,,,,,,,,,,,,,,
Security State Bank Of Warroad,Bank,868059,Warroad,MN,3/31/2025,"146,539",0,0,0,0,"61,699","49,673","62,249","50,172","14,685",0,0,"26,552",,0,,,,,,,,,,,,,,,,,,,,
"Security State Bank, The",Bank,285553,Emery,SD,3/31/2025,"58,634",0,0,0,0,"10,884","10,896","10,119","10,074","10,654",0,0,102,,0,,,,,,,,,,,,,,,,,,,,
"Security State Bank, The",Bank,598132,Mcrae-Helena,GA,3/31/2025,"62,147",0,0,0,0,"10,019","9,178","10,186","9,191","8,116",0,0,"2,847",,0,,,,,,,,,,,,,,,,,,,,
Security Trust & Savings Bank,Bank,363648,Storm Lake,IA,3/31/2025,"282,022",0,0,0,0,"109,241","104,324","110,706","104,423","21,978","1,374",147,"18,232",,1521,,,,,,,,,,,,,,,,,,,,
Sei Private Trust Company,Bank,2973386,Oaks,PA,3/31/2025,"284,928",0,0,0,0,"171,781","164,681","154,211","143,126","264,701",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Seiling State Bank, The",Bank,313157,Seiling,OK,3/31/2025,"191,311",0,0,0,0,"51,083","47,988","51,906","48,095","14,788",0,0,"19,748",,0,,,,,,,,,,,,,,,,,,,,
Select Bank,Bank,3567269,Forest,VA,3/31/2025,"494,476",0,0,0,0,"46,289","38,003","46,514","37,833","35,787",0,0,"30,275",,0,,,,,,,,,,,,,,,,,,,,
Senath State Bank,Bank,203052,Senath,MO,3/31/2025,"99,411",265,263,395,392,"14,088","13,998","14,108","13,927","14,617",0,0,265,,0,,,,,,,,,,,,,,,,,,,,
Seneca Savings,Bank,276074,Baldwinsville,NY,3/31/2025,"280,408",0,0,0,0,"47,388","43,217","50,589","46,484","22,349",412,545,"13,946",,957,,,,,,,,,,,,,,,,,,,,
Sentry Bank,Bank,746157,Saint Joseph,MN,3/31/2025,"335,200",0,0,0,0,"70,691","63,485","74,597","66,171","24,203","7,037",0,841,,7037,,,,,,,,,,,,,,,,,,,,
"Servbank, Sb",Bank,2140348,Oswego,IL,3/31/2025,"912,344",0,0,0,0,"133,753","133,710","174,074","174,096","176,572","6,373","1,954",0,,8327,,,,,,,,,,,,,,,,,,,,
ServisFirst Bank,Bank,3348888,Homewood,AL,3/31/2025,"18,635,833","701,713","639,454","714,853","639,496","1,239,919","1,203,837","1,207,060","1,161,400","1,714,173","13,615",0,"17,526",,13615,,,,,,,,,,,,,,,,,,,,
Settlers Bank,Bank,2747279,Marietta,OH,3/31/2025,"133,619",0,0,0,0,"28,050","27,831","26,212","25,724","21,303",0,0,"2,027",,0,,,,,,,,,,,,,,,,,,,,
Sewickley Savings Bank,Bank,678070,Sewickley,PA,3/31/2025,"304,605","7,967","7,989","8,050","7,993","223,497","216,395","208,313","199,022","70,309",0,0,"17,641",,0,,,,,,,,,,,,,,,,,,,,
"Seymour Bank, The",Bank,428855,Seymour,MO,3/31/2025,"223,076",0,0,0,0,"85,865","76,216","84,548","74,223","15,787",0,0,"24,693",,0,,,,,,,,,,,,,,,,,,,,
"Shamrock Bank, National Association",Bank,300353,Coalgate,OK,3/31/2025,"472,502","4,750","4,750","4,750","4,750","150,629","137,596","154,810","139,376","34,037",0,0,"50,283",,0,,,,,,,,,,,,,,,,,,,,
Sharon Bank,Bank,164377,Springfield,PA,3/31/2025,"172,547",0,0,0,0,"14,670","14,382","21,718","21,323","15,420",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Shelby County State Bank,Bank,235446,Shelbyville,IL,3/31/2025,"350,149",0,0,0,0,"109,991","98,663","105,147","93,413","24,070",0,0,"48,116",,0,,,,,,,,,,,,,,,,,,,,
Shelby County State Bank,Bank,536349,Harlan,IA,3/31/2025,"541,168","1,761","1,738","1,763","1,729","130,865","122,808","141,241","131,776","44,497","9,565","1,868","28,462",,11433,,,,,,,,,,,,,,,,,,,,
"Shelby Savings Bank, SSB",Bank,552974,Center,TX,3/31/2025,"409,684",0,0,0,0,"38,621","34,562","38,825","34,707","46,562",138,95,"17,831",,233,,,,,,,,,,,,,,,,,,,,
"Shelby State Bank, The",Bank,961343,Shelby,MI,3/31/2025,"354,043",0,0,0,0,"132,711","124,115","134,520","123,836","26,308","1,007",0,"33,675",,1007,,,,,,,,,,,,,,,,,,,,
Shell Lake State Bank,Bank,896155,Shell Lake,WI,3/31/2025,"345,760","2,250","2,100","2,250","2,066","101,939","93,120","103,701","93,952","33,083",0,0,"36,231",,0,,,,,,,,,,,,,,,,,,,,
Sherburne State Bank,Bank,198251,Becker,MN,3/31/2025,"303,129",500,471,500,469,"37,731","33,198","38,656","33,456","23,501",0,0,"1,093",,0,,,,,,,,,,,,,,,,,,,,
Sherwood Community Bank,Bank,887854,Creighton,MO,3/31/2025,"74,119",0,0,0,0,"22,505","21,208","22,218","20,783","4,775",0,0,"10,309",,0,,,,,,,,,,,,,,,,,,,,
"Sherwood State Bank, The",Bank,546320,Sherwood,OH,3/31/2025,"102,657",0,0,0,0,"17,680","16,620","17,391","16,236","11,589",0,0,"10,727",,0,,,,,,,,,,,,,,,,,,,,
Shinhan Bank America,Bank,1494914,New York,NY,3/31/2025,"1,821,024","66,807","63,860","67,289","63,918","67,562","55,830","57,547","45,261","191,056",0,"3,350",0,,3350,,,,,,,,,,,,,,,,,,,,
"Shore United Bank, National Association",Bank,933023,Easton,MD,3/31/2025,"6,175,618","469,750","421,428","481,280","424,734","187,862","179,148","159,593","149,212","517,772","63,266","36,033","1,464",,99299,,,,,,,,,,,,,,,,,,,,
Shoreham Bank,Bank,724904,Warwick,RI,3/31/2025,"494,091",0,0,0,0,"14,616","14,342","14,647","14,220","54,111",0,0,"2,961",,0,,,,,,,,,,,,,,,,,,,,
Sibley State Bank,Bank,598543,Sibley,IA,3/31/2025,"106,922",421,416,421,414,"24,919","22,993","26,445","24,144","10,035",0,0,421,,0,,,,,,,,,,,,,,,,,,,,
Sicily Island State Bank,Bank,1002458,Sicily Island,LA,3/31/2025,"86,092",0,0,0,0,"3,969","3,716","3,974","3,683","10,944",0,0,"2,702",,0,,,,,,,,,,,,,,,,,,,,
Sidney Federal Savings And Loan Association,Bank,304575,Sidney,NE,3/31/2025,"14,106",0,0,0,0,399,400,428,426,305,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Sidney State Bank,Bank,648345,Sidney,MI,3/31/2025,"144,261","8,116","7,287","8,366","7,369","22,299","22,089","19,568","19,163","11,691",0,0,886,,0,,,,,,,,,,,,,,,,,,,,
Signature Bank,Bank,3437483,Rosemont,IL,3/31/2025,"1,925,382",0,0,0,0,"470,816","405,304","465,703","392,477","179,840",0,0,"19,964",,0,,,,,,,,,,,,,,,,,,,,
Signature Bank of Arkansas,Bank,3350724,Fayetteville,AR,3/31/2025,"1,378,939",0,0,0,0,"142,544","134,968","142,399","133,228","120,650",0,"1,750","20,352",,1750,,,,,,,,,,,,,,,,,,,,
Signature Bank Of Georgia,Bank,3390627,Sandy Springs,GA,3/31/2025,"249,237",0,0,0,0,"29,824","26,449","30,271","26,361","34,458",0,0,"6,374",,0,,,,,,,,,,,,,,,,,,,,
"Signature Bank, National Association",Bank,3076604,Toledo,OH,3/31/2025,"1,268,477",889,848,890,852,"117,450","113,939","131,602","126,994","147,359",0,0,880,,0,,,,,,,,,,,,,,,,,,,,
